,title,doi,no_citations,in_dataset,year
688,Long‐Term Treatment of Intestinal Helminths Increases Mite Skin‐Test Reactivity in Gabonese Schoolchildren,10.1086/381767,1,No,2004
687,The Optical and Near‐Infrared Properties of Galaxies. I. Luminosity and Stellar Mass Functions,10.1086/378847,1,No,2003
686,Galactic Stellar and Substellar Initial Mass Function,10.1086/376392,1,No,2003
685,The Counterrotating Core and the Black Hole Mass of IC 1459,10.1086/342653,1,No,2002
684,Stellar Mass‐to‐Light Ratios and the Tully‐Fisher Relation,10.1086/319728,1,No,2001
683,A Simple Model for the Absorption of Starlight by Dust in Galaxies,10.1086/309250,1,No,2000
682,The Dust Content and Opacity of Actively Star‐forming Galaxies,10.1086/308692,1,No,2000
681,Emotion and Social Life: A Symbolic Interactionist Analysis,10.1086/226936,1,No,1979
680,A numerical model for a triaxial stellar system in dynamical equilibrium,10.1086/157282,1,No,1979
679,Evidence from the motions of old stars that the Galaxy collapsed.,10.1086/147433,1,No,1962
678,The Luminosity Function and Stellar Evolution.,10.1086/145971,1,No,1955
677,Retinoic acid expression associates with enhanced IL-22 production by γδ T cells and innate lymphoid cells and attenuation of intestinal inflammation,10.1084/jem.20121588,1,No,2013
694,The Importance of Dry and Wet Merging on the Formation and Evolution of Elliptical Galaxies,10.1086/510773,1,No,2007
696,A Scale of Grade and Class Terms for Clastic Sediments,10.1086/622910,1,No,1922
715,Separation of target structure and medium propagation effects in high-harmonic generation,10.1088/0953-4075/44/9/095601,1,No,2011
697,Geometry of Shearing Stress and Relation to Faulting,10.1086/625831,1,No,1951
714,High harmonic generation for N<sub>2</sub>and CO<sub>2</sub>beyond the two-point model,10.1088/0953-4075/40/18/013,1,No,2007
713,STELLAR MASS-TO-LIGHT RATIOS FROM GALAXY SPECTRA: HOW ACCURATE CAN THEY BE?,10.1088/0067-0049/185/2/253,1,No,2009
712,Structural characterization of lamellar multilayer gratings by x-ray reflectivity and scanning electron microscopy,10.1088/0022-3727/32/10A/343,1,No,1999
711,The spreading of small viscous stripes of oil,10.1088/0022-3727/28/9/020,1,No,1995
710,The spreading of silicone oil drops on horizontal surfaces,10.1088/0022-3727/12/9/009,1,No,1979
709,LUMINOUS AND DARK MATTER PROFILES FROM GALAXIES TO CLUSTERS: BRIDGING THE GAP WITH GROUP-SCALE LENSES,10.1088/0004-637X/814/1/26,1,No,2015
708,OVERVIEW OF THE SDSS-IV MaNGA SURVEY: MAPPING NEARBY GALAXIES AT APACHE POINT OBSERVATORY,10.1088/0004-637X/798/1/7,1,No,2014
707,FROM STARBURST TO QUIESCENCE: TESTING ACTIVE GALACTIC NUCLEUS FEEDBACK IN RAPIDLY QUENCHING POST-STARBURST GALAXIES,10.1088/0004-637X/792/2/84,1,No,2014
706,THE STELLAR MASS STRUCTURE OF MASSIVE GALAXIES FROM<i>z</i>= 0 TO<i>z</i>= 2.5: SURFACE DENSITY PROFILES AND HALF-MASS RADII,10.1088/0004-637X/763/2/73,1,No,2013
705,THE COSMOLOGICAL SIZE AND VELOCITY DISPERSION EVOLUTION OF MASSIVE EARLY-TYPE GALAXIES,10.1088/0004-637X/744/1/63,1,No,2012
704,THE TWO PHASES OF GALAXY FORMATION,10.1088/0004-637X/725/2/2312,1,No,2010
703,"THE RELATION BETWEEN COMPACT, QUIESCENT HIGH-REDSHIFT GALAXIES AND MASSIVE NEARBY ELLIPTICAL GALAXIES: EVIDENCE FOR HIERARCHICAL, INSIDE-OUT GROWTH",10.1088/0004-637X/697/2/1290,1,No,2009
702,THE MASS-METALLICITY GRADIENT RELATION OF EARLY-TYPE GALAXIES,10.1088/0004-637X/691/2/L138,1,No,2009
701,"THE MULTI-OBJECT, FIBER-FED SPECTROGRAPHS FOR THE SLOAN DIGITAL SKY SURVEY AND THE BARYON OSCILLATION SPECTROSCOPIC SURVEY",10.1088/0004-6256/146/2/32,1,No,2013
700,Substrate heterogeneity influences the trait composition of stream insect communities: an experimental in situ study,10.1086/688706,1,No,2016
699,Hierarchical decomposition of trait patterns of macroinvertebrate communities in subarctic streams,10.1086/687966,1,No,2016
698,"Taxonomic, Phylogenetic, and Trait Beta Diversity in South American Hummingbirds",10.1086/676991,1,No,2014
758,Antigen-specific cellular hyporesponsiveness in a chronic human helminth infection is mediated by Th3/Tr1-type cytokines IL-10 and transforming growth factor-β but not by a Th1 to Th2 shift,10.1093/intimm/12.5.623,1,No,2000
759,Immunomodulation of experimental autoimmune encephalomyelitis by helminth ova immunization,10.1093/intimm/dxg012,1,No,2003
760,Helminth infection modulates the development of allergen-induced airway inflammation,10.1093/intimm/dxh062,1,No,2004
822,Palaeostress determinations from fault kinematics: application to the neotectonics of the Himalayas-Tibet and the Central Andes,10.1098/rsta.1991.0105,1,No,1991
820,Nanohydroxyapatite shape and its potential role in bone formation: an analytical study,10.1098/rsif.2014.0004,1,No,2014
819,"Lacto-N-fucopentaose III, a Pentasaccharide, Prolongs Heart Transplant Survival",10.1097/TP.0b013e3181f8f296,1,No,2010
818,"Albendazole treatment of HIV-1 and helminth co-infection: a randomized, double-blind, placebo-controlled trial",10.1097/QAD.0b013e32830a502e,1,No,2008
817,"Attitudes, beliefs and behaviors surrounding organ donation among Hispanic women",10.1097/MOT.0b013e328329255c,1,No,2009
816,Protein metabolism in women and men: similarities and disparities,10.1097/MCO.0b013e3283412343,1,No,2011
815,Teaching Empathy to Medical Students,10.1097/ACM.0b013e318299f3e3,1,No,2013
814,Empathy Decline and Its Reasons: A Systematic Review of Studies With Medical Students and Residents,10.1097/ACM.0b013e318221e615,1,No,2011
813,The Devil is in the Third Year: A Longitudinal Study of Erosion of Empathy in Medical School,10.1097/ACM.0b013e3181b17e55,1,No,2009
812,"Does Empathy Decline in the Clinical Phase of Medical Education? A Nationwide, Multi-Institutional, Cross-Sectional Study of Students at DO-Granting Medical Schools",10.1097/ACM.0000000000003175,1,No,2020
811,Induced sputum and exhaled nitric oxide as noninvasive markers of airway inflammation from work exposures,10.1097/ACI.0b013e3280187584,1,No,2007
810,Eosinophilic bronchitis in the workplace,10.1097/00130832-200404000-00003,1,No,2004
809,A 5-Year Follow-up Study of Generalized Anxiety Disorder and Panic Disorder,10.1097/00005053-199901000-00002,1,No,1999
808,Generalized Anxiety Disorder vs. Panic Disorder,10.1097/00005053-199206000-00006,1,No,1992
807,The Clinical Course and Long-Term Management of Generalized Anxiety Disorder,10.1097/00004714-199006001-00017,1,No,1990
806,One-Year Follow-up of Anxious Patients Treated with Diazepam,10.1097/00004714-198602000-00007,1,No,1986
805,The Path of Professionalism,10.1097/00001888-200002000-00009,1,No,2000
804,Reprogramming macrophages to an anti‐inflammatory phenotype by helminth antigens reduces murine atherosclerosis,10.1096/fj.13-235911,1,No,2014
821,Pattern and process of biotic homogenization in the New Pangaea,10.1098/rspb.2012.1651,1,No,2012
823,Why re-entrant surface topography is needed for robust oleophobicity,10.1098/rsta.2016.0185,1,No,2016
802,Helminth 2‐Cys peroxiredoxin drives Th2 responses through a mechanism involving alternatively activated macrophages,10.1096/fj.08-106278,1,No,2008
824,Photoionization from Outer Atomic Subshells. A Model Study,10.1103/PhysRev.128.681,1,No,2002
841,"Medium propagation effects in high-order harmonic generation of Ar and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mi mathvariant=""normal"">N</mml:mi><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>",10.1103/PhysRevA.83.023411,1,No,2011
840,Polarization and ellipticity of high-order harmonics from aligned molecules generated by linearly polarized intense laser pulses,10.1103/PhysRevA.82.023814,1,No,2010
839,Revealing molecular structure and dynamics through high-order harmonic generation driven by mid-IR fields,10.1103/PhysRevA.81.051802,1,No,2010
838,Determination of structure parameters in strong-field tunneling ionization theory of molecules,10.1103/PhysRevA.81.033423,1,No,2010
837,"Theoretical study of photoelectron angular distributions in single-photon ionization of aligned<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mi mathvariant=""normal"">N</mml:mi><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mi mathvariant=""normal"">CO</mml:mi><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>",10.1103/PhysRevA.81.033421,1,No,2010
836,Quantitative rescattering theory for high-order harmonic generation from molecules,10.1103/PhysRevA.80.013401,1,No,2009
835,"Laser-field-related recombination interference in high-order harmonic generation from<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mtext>CO</mml:mtext></mml:mrow><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:math>molecules",10.1103/PhysRevA.79.053814,1,No,2009
834,Retrieval of target photorecombination cross sections from high-order harmonics generated in a macroscopic medium,10.1103/PhysRevA.79.053413,1,No,2009
833,Retrieving photorecombination cross sections of atoms from high-order harmonic spectra,10.1103/PhysRevA.78.061402,1,No,2008
832,Observing molecular structures by using high-order harmonic generation in mixed gases,10.1103/PhysRevA.77.041402,1,No,2008
831,High-order harmonic generation from diatomic molecules with large internuclear distance: The effect of two-center interference,10.1103/PhysRevA.77.013410,1,No,2008
830,Extracting the phase of high-order harmonic emission from a molecule using transient alignment in mixed samples,10.1103/PhysRevA.76.061403,1,No,2007
829,"Evidence of two-center interference in high-order harmonic generation from<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi mathvariant=""normal"">C</mml:mi><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:mrow></mml:math>",10.1103/PhysRevA.73.041402,1,No,2006
828,Role of orbital symmetry in high-order harmonic generation from aligned molecules,10.1103/PhysRevA.69.031804,1,No,2004
827,Theory of molecular tunneling ionization,10.1103/PhysRevA.66.033402,1,No,2002
826,Studies of differential and total photoionization cross sections of carbon dioxide,10.1103/PhysRevA.26.1406,1,No,2002
825,"Shaping attosecond pulses by controlling the minima in high-order harmonic generation through alignment of 
<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msub><mml:mi>CO</mml:mi><mml:mn>2</mml:mn></mml:msub></mml:math>
 molecules",10.1103/PhysRevA.101.013429,1,No,2020
803,A helminth cathelicidin‐like protein suppresses antigen processing and presentation in macrophages<i>via</i>inhibition of lysosomal vATPase,10.1096/fj.12-213876,1,No,2012
801,THE SPREADING OF A THIN DROP BY GRAVITY AND CAPILLARITY,10.1093/qjmam/36.1.55,1,No,1983
761,Studying beta diversity: ecological variation partitioning by multiple regression and canonical analysis,10.1093/jpe/rtm001,1,No,2008
780,firefly (Fitting IteRativEly For Likelihood analYsis): a full spectral fitting code,10.1093/mnras/stx2215,1,No,2017
778,The stellar mass assembly of galaxies in the Illustris simulation: growth by mergers and the spatial distribution of accreted stars,10.1093/mnras/stw456,1,No,2016
777,SDSS-IV MaNGA: Spatially resolved star formation histories in galaxies as a function of galaxy mass and type,10.1093/mnras/stw3371,1,No,2016
776,SDSS-IV MaNGA: environmental dependence of stellar age and metallicity gradients in nearby galaxies,10.1093/mnras/stw3030,1,No,2017
775,Improving the full spectrum fitting method: accurate convolution with Gauss–Hermite functions,10.1093/mnras/stw3020,1,No,2017
774,Radial gradients in initial mass function sensitive absorption features in the Coma brightest cluster galaxies,10.1093/mnras/stw2712,1,No,2017
773,Dominant dark matter and a counter-rotating disc: MUSE view of the low-luminosity S0 galaxy NGC 5102,10.1093/mnras/stw2677,1,No,2017
772,P-MaNGA: full spectral fitting and stellar population maps from prototype observations,10.1093/mnras/stv301,1,No,2015
771,"The ATLAS3D project – XV. Benchmark for early-type galaxies scaling relations from 260 dynamical models: mass-to-light ratio, dark matter, Fundamental Plane and Mass Plane",10.1093/mnras/stt562,1,No,2013
770,The stellar IMF in early-type galaxies from a non-degenerate set of optical line indices,10.1093/mnras/stt2282,1,No,2014
769,SDSS-IV MaNGA: stellar population correlates with stellar root-mean-square velocity Vrms gradients or total-density-profile slopes at fixed effective velocity dispersion σe,10.1093/mnras/staa1481,1,No,2020
768,A discrete chemo-dynamical model of M87’s globular clusters: Kinematics extending to ∼400 kpc,10.1093/mnras/staa027,1,No,2020
767,Made-to-measure N-body systems,10.1093/mnras/282.1.223,1,No,1996
766,The velocity dispersion anisotropy and mass-to-light ratio of elliptical galaxies,10.1093/mnras/253.4.710,1,No,1991
765,Core condensation in heavy halos: a two-stage theory for galaxy formation and clustering,10.1093/mnras/183.3.341,1,No,1978
764,Dynamical Models for the Formation and Evolution of Spherical Galaxies,10.1093/mnras/166.3.585,1,No,1974
763,The Law of Investment Treaties,10.1093/law/9780198850953.001.0001,1,No,2021
762,Revision of the Parenting Stress Index,10.1093/jpepsy/10.2.169,1,No,1985
779,Systematic trends in total-mass profiles from dynamical models of early-type galaxies,10.1093/mnras/stx101,1,No,2017
781,Radial measurements of IMF-sensitive absorption features in two massive ETGs,10.1093/mnras/stx3199,1,No,2018
800,SLIDING AND SPREADING OF THIN TWO-DIMENSIONAL DROPS,10.1093/qjmam/34.1.37,1,No,1981
782,Timing the formation and assembly of early-type galaxies via spatially resolved stellar populations analysis,10.1093/mnras/stx3346,1,No,2018
799,The Protection of Foreign Investment in Times of Armed Conflict,10.1093/oso/9780198830375.001.0001,1,No,2019
798,"Organ donation, transplantation and religion",10.1093/ndt/gfq628,1,No,2011
797,Systematic variation of the stellar initial mass function with velocity dispersion in early-type galaxies,10.1093/mnrasl/sls014,1,No,2013
796,SDSS-IV MaNGA: stellar initial mass function variation inferred from Bayesian analysis of the integral field spectroscopy of early-type galaxies,10.1093/mnras/stz764,1,No,2019
795,Recovering stellar population parameters via different population models and stellar libraries,10.1093/mnras/stz418,1,No,2019
794,Insights into formation scenarios of massive early-type galaxies from spatially resolved stellar population analysis in CALIFA,10.1093/mnras/stz3205,1,No,2020
793,Galaxy properties as revealed by MaNGA – I. Constraints on IMF and M*/L gradients in ellipticals,10.1093/mnras/stz2414,1,No,2019
792,SDSS-IV MaNGA: the spatially resolved stellar initial mass function in ∼400 early-type galaxies,10.1093/mnras/sty785,1,No,2018
